Transfer ID,Transfer Value,Sender ID,Receiver ID,Comment,Factor,SCW new of receiver,SCW old of receiver,Topic ID
1617,10,140,139,Here are 10 credits,0.005,1.0675,1,3
1618,100,32,32, ,1,1,1,7
1619,-50,110,32,thank you for the recommendation for the best icecream,0.005,1.24676281,1.24676281,2
1620,50,32,110,thank you for the recommendation for the best icecream,0.005,1.8166907,1.505,2
1621,100,107,107, ,1,1,1,7
1622,-2,85,107,Contribution to the project,0.005,1,1,5
1623,2,107,85,Contribution to the project,0.005,1.01,1,5
1624,100,123,123, ,1,1,1,7
1625,-30,107,123,Ice cream :D,0.005,1,1,3
1626,30,123,107,Ice cream :D,0.005,1.15,1,3
1627,-30,72,123,Funny post on Der verrückte Eismacher,0.005,1.9741025,1.9741025,2
1628,30,123,72,Funny post on Der verrückte Eismacher,0.005,1.61037819,1.31426281,2
1629,-30,11,123,Interesting thesis on moneyboy & nobody :D,0.005,1,1,4
1630,30,123,11,Interesting thesis on moneyboy & nobody :D,0.005,1.175125,1.025125,4
1631,100,103,103, ,1,1,1,7
1632,-10,216,103,Noice,0.005,1,1,5
1633,10,103,216,Noice,0.005,1.05,1,5
1634,200,5,5, ,1,1,1,7
1635,100,4,4, ,1,1,1,7
1636,-1,242,200,mula,0.005,1.040575,1.040575,2
1637,1,200,242,mula,0.005,1.21715255,1.21194968,2
1638,200,116,116, ,1,1,1,7
1639,-5,239,116,ice cream flavours,0.005,1,1,6
1640,5,116,239,ice cream flavours,0.005,1.4625,1.4375,6
1641,-5,47,116,ice cream flavours,0.005,1,1,6
1642,5,116,47,ice cream flavours,0.005,1.025,1,6
1643,-5,74,116,ice cream flavours,0.005,1,1,6
1644,5,116,74,ice cream flavours,0.005,1.775,1.75,6
1645,-5,72,116,ice cream flavours,0.005,1,1,6
1646,5,116,72,ice cream flavours,0.005,3.12525,3.10025,6
1647,-5,107,116,ice cream flavours,0.005,1,1,6
1648,5,116,107,ice cream flavours,0.005,1.025,1,6
1649,-5,126,116,ice cream flavours,0.005,1,1,6
1650,5,116,126,ice cream flavours,0.005,1.55,1.525,6
1651,200,252,252, ,1,1,1,7
1652,200,168,168, ,1,1,1,7
1653,-100,242,168,you asked to be my friend. Just take my money and leave,0.005,1,1,6
1654,100,168,242,you asked to be my friend. Just take my money and leave,0.005,3.6418875,3.1418875,6
1655,-100,72,168,Buy a cool pokeball pls,0.005,1,1,4
1656,100,168,72,Buy a cool pokeball pls,0.005,2.1175,1.6175,4
1657,200,27,27, ,1,1,1,7
1658,100,192,192, ,1,1,1,7
1659,-50,74,192,:*,0.005,1.5,1.5,4
1660,50,192,74,:*,0.005,1.75,1.375,4
1661,-100,242,27,¯\_(?)_/¯,0.005,1,1,6
1662,100,27,242,¯\_(?)_/¯,0.005,4.1418875,3.6418875,6
1663,-100,242,27,¯\_(?)_/¯,0.005,1,1,6
1664,100,27,242,¯\_(?)_/¯,0.005,4.6418875,4.1418875,6
1665,-100,242,27,¯\_(?)_/¯,0.005,1,1,6
1666,100,27,242,¯\_(?)_/¯,0.005,5.1418875,4.6418875,6
1667,-20,242,27,¯\_(?)_/¯,0.005,1,1,6
1668,20,27,242,¯\_(?)_/¯,0.005,5.2418875,5.1418875,6
1669,300,47,47, ,1,1,1,7
1670,-80,7,47,just because,0.005,1.06,1.06,4
1671,80,47,7,just because,0.005,1.424,1,4
1672,-99,46,47,He deserves the money,0.005,1.025,1.025,6
1673,99,47,46,He deserves the money,0.005,2.312375,1.805,6
1674,-55,45,47,again for the Fachschaft,0.005,1,1,2
1675,55,47,45,again for the Fachschaft,0.005,1.275,1,2
1676,-10,35,47,why not,0.005,1.025,1.025,6
1677,10,47,35,why not,0.005,1.61125,1.56,6
1678,-30,72,47,does a nice job imitating pikachu,0.005,1.025,1.025,6
1679,30,47,72,does a nice job imitating pikachu,0.005,3.279,3.12525,6
1680,100,126,126, ,1,1,1,7
1681,-100,123,126,Nice blog about amazon and whole food,0.005,1,1,3
1682,100,126,123,Nice blog about amazon and whole food,0.005,1.5,1,3
1683,100,187,187, ,1,1,1,7
1684,-30,111,187,Good post about stock assessment,0.005,1,1,6
1685,30,187,111,Good post about stock assessment,0.005,1.4,1.25,6
1686,100,217,217, ,1,1,1,7
1687,-100,218,217,grillen am garchinger see,0.005,1.125,1.125,2
1688,100,217,218,grillen am garchinger see,0.005,1.7125,1.15,2
1689,200,218,218, ,1,1,1,7
1690,-99,217,218,Thanks for the information!,0.005,1,1,1
1691,99,218,217,Thanks for the information!,0.005,1.57,1.075,1
1692,-1,217,218,Thanks!,0.005,1,1,4
1693,1,218,217,Thanks!,0.005,1.08,1.075,4
1694,-10,217,218,Thanks!,0.005,1,1,5
1695,10,218,217,Thanks!,0.005,1.55,1.5,5
1696,300,138,138, ,1,1,1,7
1697,400,178,178, ,1,1,1,7
1698,-20,242,178,no comment,0.005,1,1,6
1699,20,178,242,no comment,0.005,5.3418875,5.2418875,6
1700,200,246,246, ,1,1,1,7
1701,-20,111,246,Insightful posts thanks,0.005,1,1,1
1702,20,246,111,Insightful posts thanks,0.005,1.2,1.1,1
1703,-30,167,246,Insightful comments thanks,0.005,1,1,6
1704,30,246,167,Insightful comments thanks,0.005,1.15,1,6
1705,-30,123,111,Tech in the US,0.005,1.4,1.4,6
1706,30,111,123,Tech in the US,0.005,1.71,1.5,6
1707,100,94,94, ,1,1,1,7
1708,-5,22,94,Good content man. Keep it up!,0.005,1,1,1
1709,5,94,22,Good content man. Keep it up!,0.005,1.025,1,1
1710,-15,89,94,Love your posts and comments! Way to go!,0.005,1,1,1
1711,15,94,89,Love your posts and comments! Way to go!,0.005,1.075,1,1
1712,-25,122,94,Good posts and comments!,0.005,1,1,1
1713,25,94,122,Good posts and comments!,0.005,1.125,1,1
1714,100,129,129, ,1,1,1,7
1715,-100,126,129,#yolo,0.005,1,1,3
1716,100,129,126,#yolo,0.005,1.5,1,3
1717,-100,3,190,Happy Birthday,0.005,1,1,6
1718,100,190,3,Happy Birthday,0.005,1.75,1.25,6
1719,-100,37,190,I like Avatar too!,0.005,1,1,6
1720,100,190,37,I like Avatar too!,0.005,1.5,1,6
1721,-75,14,190,Hello!,0.005,1,1,6
1722,75,190,14,Hello!,0.005,1.375,1,6
1723,-75,14,190,Hello!,0.005,1,1,6
1724,75,190,14,Hello!,0.005,1.75,1.375,6
1725,100,230,230, ,1,1,1,7
1726,-20,225,230,for a great time at TUNIX,0.005,1,1,2
1727,20,230,225,for a great time at TUNIX,0.005,1.1,1,2
1728,-10,47,230,for taking this social experiment seriously and writing interesting posts.,0.005,1,1,5
1729,10,230,47,for taking this social experiment seriously and writing interesting posts.,0.005,1.05,1,5
1730,-5,230,118,Twittering presidents,0.005,1,1,1
1731,5,118,230,Twittering presidents,0.005,1.025,1,1
1732,100,64,64, ,1,1,1,7
1733,-20,1,64,good contibution on learning,0.005,1.18375,1.18375,6
1734,20,64,1,good contibution on learning,0.005,1.618375,1.5,6
1735,-20,54,64,good suggestion for band song,0.005,1,1,2
1736,20,64,54,good suggestion for band song,0.005,1.25,1.15,2
1737,-20,28,64,<3 :),0.005,1,1,4
1738,20,64,28,<3 :),0.005,1.105,1.005,4
1739,400,133,133, ,1,1,1,7
1740,100,32,32, ,1,1,1,7
1741,-20,123,32,thanks,0.005,1.07628125,1.07628125,3
1742,20,32,123,thanks,0.005,1.60762812,1.5,3
1743,100,123,123, ,1,1,1,7
1744,400,211,211, ,1,1,1,7
1745,100,128,128, ,1,1,1,7
1746,-50,104,128,'Cause that's what you do when you've got money,0.005,1.05,1.05,6
1747,50,128,104,'Cause that's what you do when you've got money,0.005,1.2625,1,6
1748,300,11,11, ,1,1,1,7
1749,300,161,161, ,1,1,1,7
1750,-25,84,161,good taste in music ;D,0.005,1.45,1.45,6
1751,25,161,84,good taste in music ;D,0.005,1.18125,1,6
1752,-15,1,161,good guy,0.005,1,1,4
1753,15,161,1,good guy,0.005,1.505,1.43,4
1754,-25,242,161,get rich or die trying!!!11!1,0.005,1.031375,1.031375,5
1755,25,161,242,get rich or die trying!!!11!1,0.005,3.12892188,3,5
1756,-10,72,161,needs more thunderbolt,0.005,1,1,4
1757,10,161,72,needs more thunderbolt,0.005,2.1675,2.1175,4
1758,300,35,35, ,1,1,1,7
1759,-1,27,35,very much,0.005,1.61125,1.61125,6
1760,1,35,27,very much,0.005,1.00805625,1,6
1761,-1,95,35,ollah,0.005,1.33,1.33,1
1762,1,35,95,ollah,0.005,1.00665,1,1
1763,-1,183,35,schinken,0.005,1.25,1.25,3
1764,1,35,183,schinken,0.005,1.00625,1,3
1765,500,30,30, ,1,1,1,7
1766,100,72,72, ,1,1,1,7
1767,100,8,8, ,1,1,1,7
1768,300,46,46, ,1,1,1,7
1769,-100,7,46,Rly?!,0.005,2.312375,2.312375,6
1770,100,46,7,Rly?!,0.005,2.2566875,1.1005,6
1771,-100,47,46,Orly?!,0.005,1.06,1.06,5
1772,100,46,47,Orly?!,0.005,1.58,1.05,5
1773,-100,45,46,this pwns :),0.005,1.06,1.06,5
1774,100,46,45,this pwns :),0.005,3.01553,2.48553,5
1775,100,34,34, ,1,1,1,7
1776,-91,10,34,For your post of why even try,0.005,1,1,6
1777,91,34,10,For your post of why even try,0.005,1.455,1,6
1778,-100,123,34,For your post on amazon and whole foods,0.005,1,1,6
1779,100,34,123,For your post on amazon and whole foods,0.005,2.21,1.71,6
1780,300,203,203, ,1,1,1,7
1781,100,216,216, ,1,1,1,7
1782,-6,216,203,Damits bei mir mal wieder aufgeht,0.005,1.0056,1.0056,6
1783,6,203,216,Damits bei mir mal wieder aufgeht,0.005,1.030168,1,6
1784,-6,203,216,noice,0.005,1,1,4
1785,6,216,203,noice,0.005,1.03,1,4
1786,-1,96,216,nicht alles auf einmal ausgeben,0.005,1.05,1.05,5
1787,1,216,96,nicht alles auf einmal ausgeben,0.005,1.00525,1,5
1788,100,27,27, ,1,1,1,7
1789,200,36,36, ,1,1,1,7
1790,200,102,102, ,1,1,1,7
1791,-42,103,102,Gib mir endlich mein weeeeeeeeeeeed,0.005,1,1,3
1792,42,102,103,Gib mir endlich mein weeeeeeeeeeeed,0.005,1.52,1.31,3
1793,400,222,222, ,1,1,1,7
1794,300,170,170, ,1,1,1,7
1795,-100,222,170,For your perfect social responsibility,0.005,1,1,5
1796,100,170,222,For your perfect social responsibility,0.005,1.5,1,5
1797,400,69,69, ,1,1,1,7
1798,-50,11,69,As friends,0.005,1,1,2
1799,50,69,11,As friends,0.005,1.290575,1.040575,2
1800,200,136,136, ,1,1,1,7
1801,-100,3,136,Has well knowledge of poilitics,0.005,1,1,1
1802,100,136,3,Has well knowledge of poilitics,0.005,1.5,1,1
1803,-100,140,136,socially active and helpful,0.005,1,1,5
1804,100,136,140,socially active and helpful,0.005,1.75,1.25,5
1805,-50,34,136,Knows very much about Munich,0.005,1,1,2
1806,50,136,34,Knows very much about Munich,0.005,2.29676281,2.04676281,2
1807,100,118,118, ,1,1,1,7
1808,200,73,73, ,1,1,1,7
1809,-100,45,73,For Organizing the HvZ event,0.005,1.26,1.26,6
1810,100,73,45,For Organizing the HvZ event,0.005,1.73,1.1,6
1811,100,155,155, ,1,1,1,7
1812,-50,123,155,For your Amazon Blog,0.005,1,1,6
1813,50,155,123,For your Amazon Blog,0.005,2.46,2.21,6
1814,100,23,23, ,1,1,1,7
1815,-100,29,23,nice smile,0.005,1.08115,1.08115,2
1816,100,23,29,nice smile,0.005,2.240575,1.7,2
1817,100,116,116, ,1,1,1,7
1818,-5,65,116,Ice cream at Der Verrückte Eismacher,0.005,1,1,6
1819,5,116,65,Ice cream at Der Verrückte Eismacher,0.005,1.025,1,6
1820,-5,246,116,Ice cream at Der Verrückte Eismacher,0.005,1,1,6
1821,5,116,246,Ice cream at Der Verrückte Eismacher,0.005,1.025,1,6
1822,-5,90,116,der einzige der beim verrückten eismacher nur auf erdbeere steht? xD,0.005,1,1,6
1823,5,116,90,der einzige der beim verrückten eismacher nur auf erdbeere steht? xD,0.005,1.025,1,6
1824,-10,161,116,Nice combi for Ice cream at Der Verrückte Eismacher!,0.005,1,1,6
1825,10,116,161,Nice combi for Ice cream at Der Verrückte Eismacher!,0.005,1.5,1.45,6
1826,100,182,182, ,1,1,1,7
1827,400,96,96, ,1,1,1,7
1828,400,13,13, ,1,1,1,7
1829,300,97,97, ,1,1,1,7
1830,-100,1,13,for resetting my password,0.005,1,1,6
1831,100,13,1,for resetting my password,0.005,2.118375,1.618375,6
1832,100,85,85, ,1,1,1,7
1833,-20,126,32,best döner,0.005,1.24676281,1.24676281,2
1834,20,32,126,best döner,0.005,1.12467628,1,2
1835,-20,35,32,haha nice comment!,0.005,1,1,6
1836,20,32,35,haha nice comment!,0.005,1.71125,1.61125,6
1837,-30,129,11,tech hub,0.005,1.1,1.1,6
1838,30,11,129,tech hub,0.005,1.165,1,6
1839,-30,252,11,techhub,0.005,1.1,1.1,6
1840,30,11,252,techhub,0.005,1.165,1,6
1841,-40,167,11,tech hub,0.005,1.1,1.1,6
1842,40,11,167,tech hub,0.005,1.37,1.15,6
1843,-40,111,11,tech hub topic,0.005,1.1,1.1,6
1844,40,11,111,tech hub topic,0.005,1.62,1.4,6
1845,-9,98,11,honesty in tech hub office,0.005,1.1,1.1,6
1846,9,11,98,honesty in tech hub office,0.005,1.0795,1.03,6
1847,-50,2,11,for noticing its hot,0.005,1.290575,1.290575,2
1848,50,11,2,for noticing its hot,0.005,1.32264375,1,2
1849,100,28,28, ,1,1,1,7
1850,300,41,41, ,1,1,1,7
1851,200,119,119, ,1,1,1,7
1852,300,38,38, ,1,1,1,7
1853,-20,119,38,liked your song ;),0.005,1.1,1.1,6
1854,20,38,119,liked your song ;),0.005,1.11,1,6
1855,-20,111,38,you're definitely right about ionion,0.005,1.005,1.005,2
1856,20,38,111,you're definitely right about ionion,0.005,1.2036875,1.1031875,2
1857,-20,174,38,removal of religions would be worth a try ;),0.005,1,1,1
1858,20,38,174,removal of religions would be worth a try ;),0.005,1.1,1,1
1859,-20,83,38,removal of religion sounds like it's worth a try,0.005,1,1,1
1860,20,38,83,removal of religion sounds like it's worth a try,0.005,1.1,1,1
1861,-20,11,38,Thanks for the tip about the wasserskianlage will definitely try it in the holidays,0.005,1.005,1.005,2
1862,20,38,11,Thanks for the tip about the wasserskianlage will definitely try it in the holidays,0.005,1.391075,1.290575,2
1863,100,110,110, ,1,1,1,7
1864,-20,211,110,For post Probability visualization help from Brown University,0.005,1.025,1.025,6
1865,20,110,211,For post Probability visualization help from Brown University,0.005,1.1025,1,6
1866,100,138,138, ,1,1,1,7
1867,-10,135,138,Nochmal 10 wenn du im Turnier was reißt Kappa,0.005,1,1,1
1868,10,138,135,Nochmal 10 wenn du im Turnier was reißt Kappa,0.005,1.095,1.045,1
1869,100,120,120, ,1,1,1,7
1870,-5,29,120,interesting topic,0.005,1,1,6
1871,5,120,29,interesting topic,0.005,1.275,1.25,6
1872,100,242,242, ,1,1,1,7
1873,100,200,200, ,1,1,1,7
1874,-99,242,200,rmoney,0.005,1,1,5
1875,99,200,242,rmoney,0.005,3.62392188,3.12892188,5
1876,500,124,124, ,1,1,1,7
1877,-100,11,124,i like ur name,0.005,1,1,4
1878,100,124,11,i like ur name,0.005,1.675125,1.175125,4
1879,200,121,121, ,1,1,1,7
1880,100,199,199, ,1,1,1,7
1881,-20,125,199,$$$,0.005,1.2,1.2,6
1882,20,199,125,$$$,0.005,1.12,1,6
1883,-20,168,199,$$$,0.005,1.2,1.2,6
1884,20,199,168,$$$,0.005,1.12,1,6
1885,-30,118,199,food stuff,0.005,1,1,3
1886,30,199,118,food stuff,0.005,1.20125,1.05125,3
1887,-20,35,199,i have to give money to somebody...,0.005,1.2,1.2,6
1888,20,199,35,i have to give money to somebody...,0.005,1.83125,1.71125,6
1889,-20,173,199,hi,0.005,1,1,4
1890,20,199,173,hi,0.005,1.1,1,4
1891,100,63,63, ,1,1,1,7
1892,-50,29,123,IKOM,0.005,1.9741025,1.9741025,2
1893,50,123,29,IKOM,0.005,2.73410063,2.240575,2
1894,-50,216,123,Döner comment :D,0.005,1.9741025,1.9741025,2
1895,50,123,216,Döner comment :D,0.005,1.49352563,1,2
1896,-50,174,123,On One thing you would like to change about Humanity!,0.005,1,1,5
1897,50,123,174,On One thing you would like to change about Humanity!,0.005,1.25,1,5
1898,-50,111,123,On your post about buying Amazon stock,0.005,2.46,2.46,6
1899,50,123,111,On your post about buying Amazon stock,0.005,2.235,1.62,6
1900,-50,242,123,Living in munich with moneystudent,0.005,1.9741025,1.9741025,2
1901,50,123,242,Living in munich with moneystudent,0.005,1.71067817,1.21715255,2
1902,500,67,67, ,1,1,1,7
1903,-15,36,67,damn boi here u go,0.005,1,1,4
1904,15,67,36,damn boi here u go,0.005,1.075,1,4
1905,-15,69,67,for the dankest avatar in da house,0.005,1.005,1.005,6
1906,15,67,69,for the dankest avatar in da house,0.005,1.1055,1.030125,6
1907,100,240,240, ,1,1,1,7
1908,200,160,160, ,1,1,1,7
1909,100,198,198, ,1,1,1,7
1910,-100,35,198,You deserve it :),0.005,1.05,1.05,6
1911,100,198,35,You deserve it :),0.005,2.35625,1.83125,6
1912,-100,242,198,Keep it hard :),0.005,1,1,4
1913,100,198,242,Keep it hard :),0.005,4.39244962,3.89244962,4
1914,-50,211,198,...,0.005,1,1,5
1915,50,198,211,...,0.005,1.25,1,5
1916,-10,111,121,His comments are well thought of.,0.005,1.315,1.315,6
1917,10,121,111,His comments are well thought of.,0.005,2.30075,2.235,6
1918,300,148,148, ,1,1,1,7
1919,200,163,163, ,1,1,1,7
1920,-100,157,163,Good view on the world,0.005,1,1,6
1921,100,163,157,Good view on the world,0.005,1.5,1,6
1922,100,218,218, ,1,1,1,7
1923,-15,217,218,Interesting points in your blog post.,0.005,1,1,1
1924,15,218,217,Interesting points in your blog post.,0.005,1.645,1.57,1
1925,-5,217,218,Very responsible.,0.005,1,1,5
1926,5,218,217,Very responsible.,0.005,1.575,1.55,5
1927,-10,217,218,Great!,0.005,1,1,4
1928,10,218,217,Great!,0.005,1.13,1.08,4
1929,-50,111,128,Does the receiver even get to see this? I never received one.,0.005,1.05,1.05,6
1930,50,128,111,Does the receiver even get to see this? I never received one.,0.005,2.56325,2.30075,6
1931,500,188,188, ,1,1,1,7
1932,100,228,228, ,1,1,1,7
1933,-100,242,228,Opened a cool topic.,0.005,1,1,2
1934,100,228,242,Opened a cool topic.,0.005,2.21067817,1.71067817,2
1935,-50,35,228,great avatar pic,0.005,1,1,4
1936,50,228,35,great avatar pic,0.005,1.5525,1.3025,4
1937,-75,128,163,good advice,0.005,1,1,2
1938,75,163,128,good advice,0.005,2.1866907,1.8116907,2
1939,300,125,125, ,1,1,1,7
1940,-70,90,125,for being trustful,0.005,1,1,4
1941,70,125,90,for being trustful,0.005,1.35,1,4
1942,100,192,192, ,1,1,1,7
1943,-50,10,192,Thanks for starting the discussion about good bars in Munich!,0.005,1,1,2
1944,50,192,10,Thanks for starting the discussion about good bars in Munich!,0.005,1.25,1,2
1945,-6,103,203,Weil du süß bisch :),0.005,1.03,1.03,4
1946,6,203,103,Weil du süß bisch :),0.005,2.5309,2.5,4
1947,500,159,159, ,1,1,1,7
1948,100,80,80, ,1,1,1,7
1949,100,64,64, ,1,1,1,7
1950,200,54,54, ,1,1,1,7
1951,-50,2,64,because ur cool af :D,0.005,1,1,4
1952,50,64,2,because ur cool af :D,0.005,1.45,1.2,4
1953,-100,64,54,Don't spend it all at once!,0.005,1,1,3
1954,100,54,64,Don't spend it all at once!,0.005,1.5,1,3
1955,-100,2,54,For helping out in all sorts of stuff,0.005,1.15,1.15,4
1956,100,54,2,For helping out in all sorts of stuff,0.005,2.025,1.45,4
1957,-40,13,64,good comment,0.005,1,1,5
1958,40,64,13,good comment,0.005,1.2,1,5
1959,-10,39,54,I like muffins,0.005,1,1,3
1960,10,54,39,I like muffins,0.005,1.05,1,3
1961,-50,28,64,<3,0.005,1,1,4
1962,50,64,28,<3,0.005,1.355,1.105,4
1963,-40,53,64,<3,0.005,1,1,4
1964,40,64,53,<3,0.005,1.2,1,4
1965,-100,54,64,and because ur awesome <3,0.005,1,1,2
1966,100,64,54,and because ur awesome <3,0.005,1.75,1.25,2
1967,-40,125,64,<3,0.005,1,1,2
1968,40,64,125,<3,0.005,1.2,1,2
1969,-50,69,80,nice gif,0.005,1,1,6
1970,50,80,69,nice gif,0.005,1.3555,1.1055,6
1971,300,106,106, ,1,1,1,7
1972,-50,46,106,blog: Who is really tired of trying to come up with posts each week?,0.005,1,1,6
1973,50,106,46,blog: Who is really tired of trying to come up with posts each week?,0.005,2.562375,2.312375,6
1974,-50,206,106,blog: Peope like grapes,0.005,1,1,6
1975,50,106,206,blog: Peope like grapes,0.005,1.7,1.45,6
1976,-20,167,106,blog: Best song to get someone hooked to your favorite band?,0.005,1,1,6
1977,20,106,167,blog: Best song to get someone hooked to your favorite band?,0.005,1.47,1.37,6
1978,-50,190,106,Bazinga,0.005,1,1,6
1979,50,106,190,Bazinga,0.005,1.25,1,6
1980,-50,118,106,blog: Palm oil,0.005,1.35,1.35,3
1981,50,106,118,blog: Palm oil,0.005,1.53875,1.20125,3
1982,-20,4,106,blog: International day,0.005,1,1,6
1983,20,106,4,blog: International day,0.005,1.225,1.125,6
1984,-30,121,106,blog: Introverts on Social Media!,0.005,1,1,6
1985,30,106,121,blog: Introverts on Social Media!,0.005,1.465,1.315,6
1986,100,14,14, ,1,1,1,7
1987,100,107,107, ,1,1,1,7
1988,-20,85,107,Schlau,0.005,1,1,1
1989,20,107,85,Schlau,0.005,1.1,1,1
1990,-10,69,14,Nice Profile image,0.005,1.75,1.75,6
1991,10,14,69,Nice Profile image,0.005,1.443,1.3555,6
1992,-15,154,14,:D,0.005,1,1,2
1993,15,14,154,:D,0.005,1.075,1,2
1994,-3,91,107,idk,0.005,1,1,2
1995,3,107,91,idk,0.005,1.015,1,2
1996,100,83,83, ,1,1,1,7
1997,-50,211,83,helpful link,0.005,1,1,6
1998,50,83,211,helpful link,0.005,1.3525,1.1025,6
1999,100,126,126, ,1,1,1,7
2000,-100,157,126,Nice comment about humanity 2.0,0.005,1.55,1.55,6
2001,100,126,157,Nice comment about humanity 2.0,0.005,2.275,1.5,6
2002,100,217,217, ,1,1,1,7
2003,-80,218,217,not getting drunk,0.005,1.575,1.575,5
2004,80,217,218,not getting drunk,0.005,1.63,1,5
2005,500,31,31, ,1,1,1,7
2006,300,66,66, ,1,1,1,7
2007,100,127,127, ,1,1,1,7
2008,500,147,147, ,1,1,1,7
2009,400,210,210, ,1,1,1,7
2010,100,231,231, ,1,1,1,7
2011,400,233,233, ,1,1,1,7
2012,100,60,60, ,1,1,1,7
2013,100,168,168, ,1,1,1,7
2014,100,164,164, ,1,1,1,7
2015,500,172,172, ,1,1,1,7
2016,100,229,229, ,1,1,1,7
2017,100,3,3, ,1,1,1,7
2018,100,94,94, ,1,1,1,7
2019,-15,101,94,Good posts!,0.005,1.040575,1.040575,2
2020,15,94,101,Good posts!,0.005,1.12804313,1.05,2
2021,-5,164,94,I like what you're contributing!,0.005,1.040575,1.040575,2
2022,5,94,164,I like what you're contributing!,0.005,1.02601437,1,2
2023,-25,249,94,Good participation!,0.005,1.040575,1.040575,2
2024,25,94,249,Good participation!,0.005,1.13007188,1,2
2025,100,62,62, ,1,1,1,7
2026,-58,123,62,Voucher Lufthansa,0.005,1,1,6
2027,58,62,123,Voucher Lufthansa,0.005,2.75,2.46,6
2028,-100,116,62,Creative ice cream ideas,0.005,1,1,6
2029,100,62,116,Creative ice cream ideas,0.005,1.5,1,6
2030,-50,74,62,Good post about politics and internet,0.005,1,1,1
2031,50,62,74,Good post about politics and internet,0.005,1.25,1,1
2032,-100,211,62,Seeing theory link from brown university.,0.005,1,1,6
2033,100,62,211,Seeing theory link from brown university.,0.005,1.8525,1.3525,6
2034,-25,118,62,Twittering presidents,0.005,1,1,1
2035,25,62,118,Twittering presidents,0.005,1.125,1,1
2036,-50,211,160,Transfer for Probability visualization help from Brown University,0.005,1,1,6
2037,50,160,211,Transfer for Probability visualization help from Brown University,0.005,2.1025,1.8525,6
2038,-50,229,160,Transfer for comment on What is the best secret attraction in Munich?,0.005,1,1,2
2039,50,160,229,Transfer for comment on What is the best secret attraction in Munich?,0.005,1.2890125,1.0390125,2
2040,-30,123,32,Thank you for the Lufthansa discount code!,0.005,1,1,6
2041,30,32,123,Thank you for the Lufthansa discount code!,0.005,2.9,2.75,6
2042,100,190,190, ,1,1,1,7
2043,-75,39,190,Muffin is a nice username !,0.005,1.25,1.25,6
2044,75,190,39,Muffin is a nice username !,0.005,1.46875,1,6
2045,-75,39,190,Muffin is a nice username !,0.005,1.25,1.25,6
2046,75,190,39,Muffin is a nice username !,0.005,1.9375,1.46875,6
2047,100,72,72, ,1,1,1,7
2048,100,69,69, ,1,1,1,7
2049,-20,35,69,For being so active,0.005,1.443,1.443,6
2050,20,69,35,For being so active,0.005,2.50055,2.35625,6
2051,400,70,70, ,1,1,1,7
2052,-2,242,70,thank you for the friendship,0.005,1.025,1.025,6
2053,2,70,242,thank you for the friendship,0.005,5.3521375,5.3418875,6
2054,-10,69,70,For the worst night ever! xD,0.005,1.05,1.05,4
2055,10,70,69,For the worst night ever! xD,0.005,1.30775,1.25525,4
2056,-50,70,69,For this  sexy hot night yesterday! ;-),0.005,1.30775,1.30775,4
2057,50,69,70,For this  sexy hot night yesterday! ;-),0.005,1.3769375,1.05,4
2058,-1,105,70,IQ,0.005,1.005,1.005,5
2059,1,70,105,IQ,0.005,1.0364,1.031375,5
2060,400,113,113, ,1,1,1,7
2061,-100,35,113,xD,0.005,1,1,5
2062,100,113,35,xD,0.005,2.47892188,1.97892188,5
2063,-69,157,113,Cx,0.005,1,1,4
2064,69,113,157,Cx,0.005,1.345,1,4
2065,-69,242,113,hehe,0.005,1,1,5
2066,69,113,242,hehe,0.005,3.96892188,3.62392188,5
2067,-2,36,113,xD,0.005,1,1,6
2068,2,113,36,xD,0.005,1.01,1,6
2069,200,45,45, ,1,1,1,7
2070,-100,46,45,please give me ged notenbonus,0.005,1,1,4
2071,100,45,46,please give me ged notenbonus,0.005,1.82,1.32,4
2072,-100,35,45,that i used to know,0.005,1,1,4
2073,100,45,35,that i used to know,0.005,2.0525,1.5525,4
2074,-100,242,45,money for moneystudent,0.005,1,1,4
2075,100,45,242,money for moneystudent,0.005,4.89244962,4.39244962,4
2076,-69,47,45,?( ? ? ? )???.*???,0.005,3.01553,3.01553,5
2077,69,45,47,?( ? ? ? )???.*???,0.005,2.62035785,1.58,5
2078,100,46,46, ,1,1,1,7
2079,-100,7,46,Cuz u suck,0.005,2.562375,2.562375,6
2080,100,46,7,Cuz u suck,0.005,3.537875,2.2566875,6
2081,-67,47,46,No reason,0.005,1,1,3
2082,67,46,47,No reason,0.005,1.83,1.495,3
2083,-100,45,46,Populism in the Fachschaft,0.005,1.255,1.255,1
2084,100,46,45,Populism in the Fachschaft,0.005,1.6275,1,1
2085,100,14,14, ,1,1,1,7
2086,-25,27,14,creepy profile picture,0.005,1,1,5
2087,25,14,27,creepy profile picture,0.005,1.125,1,5
2088,-100,97,14,MONEYYYYY,0.005,1.75,1.75,4
2089,100,14,97,MONEYYYYY,0.005,2.87499981,1.99999981,4
2090,200,7,7, ,1,1,1,7
2091,-100,46,7,Helped understand stuff,0.005,2.441,2.441,5
2092,100,7,46,Helped understand stuff,0.005,2.2805,1.06,5
2093,100,35,35, ,1,1,1,7
2094,200,139,139, ,1,1,1,7
2095,-10,123,139,Thanks for sharing the link for the deal,0.005,1.15,1.15,6
2096,10,139,123,Thanks for sharing the link for the deal,0.005,2.9575,2.9,6
